"Ad set name","Ad set delivery",Results,"Result indicator","Cost per results","Amount spent (USD)","CPM (cost per 1,000 impressions) (USD)",Frequency,Reach,Impressions,"Clicks (all)","Cost per outbound click (USD)","Outbound CTR (click-through rate)","Outbound clicks","CPC (cost per link click) (USD)","CTR (link click-through rate)","Link clicks","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)","Reporting starts","Reporting ends","Ad set budget","Ad set budget type","Campaign ID","Ad set ID","Campaign name","Results (initial)","Results (initial) indicator"
Soulmate-abo-static-date_of_birth-1,not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,33.87125,270.97,40.137757,1.069042,6315,6751,284,1.088233,3.688342,249,1.088233,3.688342,249,4.206784,0.95412,314,0.862962,2026-04-15,2026-04-15,"Using campaign budget",0,120239103018930284,120239103018960284,Soulmate-сbo-static-date_of_birth-2,,
Soulmate-v2-abo-static-blur-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120241113584680284,120241113584710284,Soulmate-v2-abo-static-blur-1,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240956496910284,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
Starseed_ES_cbo_static_9x16_ES+LatAm-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120241042515200284,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240841338740284,120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
Starseed_ES_cbo_static_9x16_US-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120241042103500284,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240841338740284,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
Starseed_ES_cbo_static_9x16_ww-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120241041219770284,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240639307440284,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240956496950284,120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240588892110284,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240956496910284,120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
Soulmate-abo-static-date_of_birth-11,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240359756640284,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240956496950284,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-abo-static-date_of_birth-10,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240359668910284,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
"Post: ""Your ex could come back sooner than you think… 😳💔""",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,2,Daily,120239990229510284,120239990230080284,"Post: ""Your ex could come back sooner than you think… 😳💔""",,
Soulmate-abo-static-date_of_birth-9,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240353549380284,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120239452835860284,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120240170192160284,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,50,Daily,120238347016050284,120238347016070284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0.01,10,1,1,1,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120239989810150284,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,70,Daily,120238347016050284,120238347016040284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,5,actions:offsite_conversion.fb_pixel_purchase,35.234,176.17,40.620244,1.057805,4100,4337,165,1.214966,3.343325,145,1.214966,3.343325,145,3.804473,1.067697,212,0.830991,2026-04-14,2026-04-14,"Using campaign budget",0,120239968509520284,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"Soulmate-abo-static-date_of_birth-1 – Copy",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,60,Daily,120238347016050284,120238347016030284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,14.09,6.369801,1.014214,2181,2212,51,0.299787,2.124774,47,0.299787,2.124774,47,2.305606,0.276275,105,0.13419,2026-04-14,2026-04-14,"Using campaign budget",0,120239530590420284,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
Soulmate-abo-static-date_of_birth-1,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,50,Daily,120238347016050284,120238347015990284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120239465472520284,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,50,Daily,120238347016050284,120238347015970284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120239464684270284,120239464684300284,Soulmate-сbo-static-date_of_birth(1)-6,,
Soulmate-abo-static-date_of_birth-4,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,50,Daily,120238346020350284,120238346938850284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,14,actions:offsite_conversion.fb_pixel_purchase,21.87857143,306.3,39.279302,1.070713,7283,7798,359,0.969304,4.052321,316,0.969304,4.052321,316,4.603745,0.853203,327,0.936697,2026-04-14,2026-04-14,"Using campaign budget",0,120239462815870284,120239462815850284,Soulmate-сbo-static-date_of_birth(1)-5,,
Soulmate-abo-static-date_of_birth-3,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,60,Daily,120238346020350284,120238346938830284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-video-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120239305542660284,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-2,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,50,Daily,120238346020350284,120238346938820284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,13,actions:offsite_conversion.fb_pixel_purchase,20.06384615,260.83,38.624315,1.046814,6451,6753,314,0.938237,4.116689,278,0.938237,4.116689,278,4.649785,0.830669,302,0.863676,2026-04-14,2026-04-14,"Using campaign budget",0,120239286855920284,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
Soulmate-abo-static-date_of_birth-5,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,80,Daily,120238346020350284,120238346933490284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-heart-1x1-5,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,40,Daily,120239232921650284,120239233102640284,Soulmate-abo-static-heart-1x1-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,150,Daily,120238346020350284,120238346020370284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-heart-1x1-4,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,40,Daily,120239232921650284,120239233102630284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-4,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,50,Daily,120238232931510284,120238233933380284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-3,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,40,Daily,120239232921650284,120239233102620284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-3,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,50,Daily,120238232931510284,120238233933360284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-2,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,40,Daily,120239232921650284,120239233102610284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-2,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,50,Daily,120238232931510284,120238233933350284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,40,Daily,120239232921650284,120239233102600284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,50,Daily,120238232931510284,120238232931520284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-6,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,40,Daily,120239232921650284,120239232921680284,Soulmate-abo-static-heart-1x1-1,,
Soulmate-abo-video-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-14,2026-04-14,"Using campaign budget",0,120239164453290284,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,17,actions:offsite_conversion.fb_pixel_purchase,16.63,282.71,42.538369,1.016363,6539,6646,314,1.020614,4.167921,277,1.020614,4.167921,277,4.724646,0.90035,324,0.872562,2026-04-14,2026-04-14,"Using campaign budget",0,120239103018930284,120239103018960284,Soulmate-сbo-static-date_of_birth-2,,
Soulmate-v2-abo-static-blur-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120241113584680284,120241113584710284,Soulmate-v2-abo-static-blur-1,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240956496910284,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
Starseed_ES_cbo_static_9x16_ES+LatAm-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120241042515200284,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240841338740284,120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
Starseed_ES_cbo_static_9x16_US-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120241042103500284,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240841338740284,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
Starseed_ES_cbo_static_9x16_ww-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120241041219770284,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240639307440284,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240956496950284,120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240588892110284,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240956496910284,120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
Soulmate-abo-static-date_of_birth-11,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240359756640284,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240956496950284,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-abo-static-date_of_birth-10,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240359668910284,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
"Post: ""Your ex could come back sooner than you think… 😳💔""",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,2,Daily,120239990229510284,120239990230080284,"Post: ""Your ex could come back sooner than you think… 😳💔""",,
Soulmate-abo-static-date_of_birth-9,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240353549380284,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120239452835860284,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120240170192160284,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,50,Daily,120238347016050284,120238347016070284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120239989810150284,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,70,Daily,120238347016050284,120238347016040284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120239968509520284,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"Soulmate-abo-static-date_of_birth-1 – Copy",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,60,Daily,120238347016050284,120238347016030284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,5,actions:offsite_conversion.fb_pixel_purchase,59.356,296.78,7.696976,1.094123,35241,38558,1087,0.279981,2.749105,1060,0.279981,2.749105,1060,2.81913,0.273027,922,0.321887,2026-04-13,2026-04-13,"Using campaign budget",0,120239530590420284,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
Soulmate-abo-static-date_of_birth-1,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,50,Daily,120238347016050284,120238347015990284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120239465472520284,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,50,Daily,120238347016050284,120238347015970284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120239464684270284,120239464684300284,Soulmate-сbo-static-date_of_birth(1)-6,,
Soulmate-abo-static-date_of_birth-4,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,50,Daily,120238346020350284,120238346938850284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,19,actions:offsite_conversion.fb_pixel_purchase,15.76157895,299.47,39.346998,1.035088,7353,7611,330,1.004933,3.915386,298,1.004933,3.915386,298,4.33583,0.907485,330,0.907485,2026-04-13,2026-04-13,"Using campaign budget",0,120239462815870284,120239462815850284,Soulmate-сbo-static-date_of_birth(1)-5,,
Soulmate-abo-static-date_of_birth-3,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,60,Daily,120238346020350284,120238346938830284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-video-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120239305542660284,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-2,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,50,Daily,120238346020350284,120238346938820284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,14,actions:offsite_conversion.fb_pixel_purchase,23.48357143,328.77,44.284752,1.053647,7046,7424,348,1.037129,4.269935,317,1.037129,4.269935,317,4.6875,0.944741,440,0.747205,2026-04-13,2026-04-13,"Using campaign budget",0,120239286855920284,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
Soulmate-abo-static-date_of_birth-5,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,80,Daily,120238346020350284,120238346933490284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-heart-1x1-5,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,40,Daily,120239232921650284,120239233102640284,Soulmate-abo-static-heart-1x1-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,150,Daily,120238346020350284,120238346020370284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-heart-1x1-4,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,40,Daily,120239232921650284,120239233102630284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-4,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,50,Daily,120238232931510284,120238233933380284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-3,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,40,Daily,120239232921650284,120239233102620284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-3,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,50,Daily,120238232931510284,120238233933360284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-2,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,40,Daily,120239232921650284,120239233102610284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-2,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,50,Daily,120238232931510284,120238233933350284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,40,Daily,120239232921650284,120239233102600284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,50,Daily,120238232931510284,120238232931520284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-6,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,40,Daily,120239232921650284,120239232921680284,Soulmate-abo-static-heart-1x1-1,,
Soulmate-abo-video-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-13,2026-04-13,"Using campaign budget",0,120239164453290284,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,40.71625,325.73,44.516879,1.05982,6904,7317,362,0.97524,4.564712,334,0.97524,4.564712,334,4.947383,0.899807,488,0.66748,2026-04-13,2026-04-13,"Using campaign budget",0,120239103018930284,120239103018960284,Soulmate-сbo-static-date_of_birth-2,,
Soulmate-v2-abo-static-blur-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120241113584680284,120241113584710284,Soulmate-v2-abo-static-blur-1,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240956496910284,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
Starseed_ES_cbo_static_9x16_ES+LatAm-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120241042515200284,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240841338740284,120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
Starseed_ES_cbo_static_9x16_US-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120241042103500284,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240841338740284,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
Starseed_ES_cbo_static_9x16_ww-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120241041219770284,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240639307440284,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240956496950284,120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240588892110284,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240956496910284,120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
Soulmate-abo-static-date_of_birth-11,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240359756640284,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240956496950284,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-abo-static-date_of_birth-10,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240359668910284,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
"Post: ""Your ex could come back sooner than you think… 😳💔""",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,2,Daily,120239990229510284,120239990230080284,"Post: ""Your ex could come back sooner than you think… 😳💔""",,
Soulmate-abo-static-date_of_birth-9,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-12,2026-04-12,"Using campaign budget",0,120240353549380284,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
