"Ad name","Ad delivery",Results,"Result indicator","Cost per results","Amount spent (USD)","CPM (cost per 1,000 impressions) (USD)",Frequency,Reach,Impressions,"Clicks (all)","Cost per outbound click (USD)","Outbound CTR (click-through rate)","Outbound clicks","CPC (cost per link click) (USD)","CTR (link click-through rate)","Link clicks","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)","Reporting starts","Reporting ends","Ad set budget","Ad set budget type","Campaign ID","Ad ID","Ad set name","Ad set ID","Campaign name","Results (initial)","Results (initial) indicator"
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240841338740284,120240841344500284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (2)-latam",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120241042515200284,120241042515190284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240956496910284,120240956496940284,Soulmate-v2-abo-static-date_of_birth-1,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate-static-birth-9x16 (1) – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239989810150284,120239989810160284,Soulmate-abo-static-date_of_birth-1,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"soulmate-static-birth-9x16 (1) – 3",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239286855920284,120239287016610284,Soulmate-abo-static-date_of_birth-1,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
"soulmate-static-birth-9x16 (1) – 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240170192160284,120240170192150284,Soulmate-abo-static-date_of_birth-1,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240841338740284,120240841338790284,Soulmate-v2-abo-static-date_of_birth-1,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (7)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120241041219770284,120241041806630284,Starseed_ES_cbo_static_9x16_ww-1,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240841338740284,120240841344520284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
"soulmate-static-birth-9x16 (1) – 3",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239452835860284,120239452835890284,Soulmate-abo-static-date_of_birth-1,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
"soulmate-static-birth-9x16 (1) – 4",not_delivering,9,actions:offsite_conversion.fb_pixel_purchase,30.14444444,271.3,28.932494,1.040502,9012,9377,357,0.86127,3.359283,315,0.86127,3.359283,315,3.807188,0.759944,421,0.644418,2026-04-08,2026-04-08,"Using campaign budget",0,120239286855920284,120239287016600284,Soulmate-abo-static-date_of_birth-1,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
"soulmate-static-birth-9x16 (1) – 4",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239989810150284,120239989810190284,Soulmate-abo-static-date_of_birth-1,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"soulmate-static-birth-9x16 (8)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240841338740284,120240841338770284,Soulmate-v2-abo-static-date_of_birth-1,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (10)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120241041219770284,120241041806620284,Starseed_ES_cbo_static_9x16_ww-1,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240841338740284,120240841338760284,Soulmate-v2-abo-static-date_of_birth-1,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
"soulmate-static-birth-9x16 (1) – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239452835860284,120239452835880284,Soulmate-abo-static-date_of_birth-1,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
"soulmate-static-birth-9x16 (1) – 2",not_delivering,,,,54.63,36.250829,1.037879,1452,1507,55,0.958421,3.782349,57,0.958421,3.782349,57,3.649635,0.993273,52,1.050577,2026-04-08,2026-04-08,"Using campaign budget",0,120239286855920284,120239287016590284,Soulmate-abo-static-date_of_birth-1,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
"soulmate-static-birth-9x16 (1) – 3",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239968509520284,120239968509660284,Soulmate-abo-static-date_of_birth-1,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 (4)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240841338740284,120240841338750284,Soulmate-v2-abo-static-date_of_birth-1,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (1)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120241041219770284,120241041806600284,Starseed_ES_cbo_static_9x16_ww-1,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
"soulmate-static-birth-9x16 mix - 1",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240359756640284,120240359756610284,Soulmate-abo-static-date_of_birth-11,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,50,Daily,120238347016050284,120238347016020284,Soulmate-abo-static-date_of_birth-1,120238347015990284,Soulmate-abo-static-date_of_birth-2,,
"soulmate-static-birth-9x16 (1) - 1",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239286855920284,120239286855950284,Soulmate-abo-static-date_of_birth-1,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
"soulmate-static-birth-9x16 (1) - 1",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239968509520284,120239968509530284,Soulmate-abo-static-date_of_birth-1,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240639307440284,120240639307450284,Soulmate-v2-abo-static-date_of_birth-1,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"Starseed_ES_static_9x16 (8)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120241041219770284,120241041806570284,Starseed_ES_cbo_static_9x16_ww-1,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
"soulmate-static-birth-9x16 (1) – 3",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240170192160284,120240170192190284,Soulmate-abo-static-date_of_birth-1,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
Pastlife-sins-3,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,50,Daily,120238232931510284,120238233933390284,Pastlife-sins-3,120238233933360284,Pastlife-static-1-4-1,,
"Soulmate-static-heart-1x1 (1)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,40,Daily,120239232921650284,120239233102680284,Soulmate-abo-static-heart-1x1-1,120239233102600284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (1) – 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239968509520284,120239968509510284,Soulmate-abo-static-date_of_birth-1,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240639307440284,120240639307430284,Soulmate-v2-abo-static-date_of_birth-1,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"Starseed_ES_static_9x16 (2)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120241041219770284,120241041219760284,Starseed_ES_cbo_static_9x16_ww-1,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
"Post: ""Your ex could come back sooner than you think… 😳💔""",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,2,Daily,120239990229510284,120239990232820284,"Post: ""Your ex could come back sooner than you think… 😳💔""",120239990230080284,"Post: ""Your ex could come back sooner than you think… 😳💔""",,
"Soulmate-static-heart-1x1 (2)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,40,Daily,120239232921650284,120239233102670284,Soulmate-abo-static-heart-1x1-2,120239233102610284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (1) – 4",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239968509520284,120239968509500284,Soulmate-abo-static-date_of_birth-1,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240639307440284,120240639307420284,Soulmate-v2-abo-static-date_of_birth-1,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240956496950284,120240956497300284,Soulmate-v2-abo-static-date_of_birth-1,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
"soulmate-static-birth-9x16 (1) – 3",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239989810150284,120239989810220284,Soulmate-abo-static-date_of_birth-1,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"Soulmate-static-heart-1x1 (3)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,40,Daily,120239232921650284,120239233102660284,Soulmate-abo-static-heart-1x1-3,120239233102620284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (5) – 2",not_delivering,3,actions:offsite_conversion.fb_pixel_purchase,35.17,105.51,3.432336,1.076557,28554,30740,941,0.11333,3.028627,931,0.11333,3.028627,931,3.061158,0.112125,540,0.195389,2026-04-08,2026-04-08,"Using campaign budget",0,120239530590420284,120239530590430284,Soulmate-abo-static-date_of_birth-1,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240639307440284,120240639307410284,Soulmate-v2-abo-static-date_of_birth-1,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"soulmate-static-birth-9x16 (4)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240956496910284,120240956497030284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate-static-birth-9x16 (1) - 1",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239989810150284,120239989810180284,Soulmate-abo-static-date_of_birth-1,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"Soulmate-static-heart-1x1 (4)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,40,Daily,120239232921650284,120239233102650284,Soulmate-abo-static-heart-1x1-4,120239233102630284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (1v2) – 3",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,8.6,34.4,1.875273,1.115815,16440,18344,345,0.103303,1.815307,333,0.103303,1.815307,333,1.880724,0.09971,222,0.154955,2026-04-08,2026-04-08,"Using campaign budget",0,120239530590420284,120239530590400284,Soulmate-abo-static-date_of_birth-1,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240588892110284,120240588892150284,Soulmate-v2-abo-static-date_of_birth-1,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240956496950284,120240956497010284,Soulmate-v2-abo-static-date_of_birth-1,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
"soulmate-static-birth-9x16 (1) - 1",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239530590420284,120239530590410284,Soulmate-abo-static-date_of_birth-1,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
"Soulmate-static-heart-1x1 (5)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,40,Daily,120239232921650284,120239233102590284,Soulmate-abo-static-heart-1x1-5,120239233102640284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (13) – 4",inactive,4,actions:offsite_conversion.fb_pixel_purchase,32.69,130.76,2.955362,1.11973,39514,44245,871,0.162839,1.814894,803,0.162637,1.817154,804,1.968584,0.150126,986,0.132617,2026-04-08,2026-04-08,"Using campaign budget",0,120239530590420284,120239530590390284,Soulmate-abo-static-date_of_birth-1,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240588892110284,120240588892140284,Soulmate-v2-abo-static-date_of_birth-1,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240956496950284,120240956496990284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
"soulmate-static-birth-9x16 (1) – 4",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239452835860284,120239452835900284,Soulmate-abo-static-date_of_birth-1,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
"Soulmate-static-heart-1x1 (6)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,40,Daily,120239232921650284,120239232921670284,Soulmate-abo-static-heart-1x1-6,120239232921680284,Soulmate-abo-static-heart-1x1-1,,
"soulmate-static-birth-9x16 (13) – 4",not_delivering,7,actions:offsite_conversion.fb_pixel_purchase,30.39,212.73,27.445491,1.078175,7189,7751,239,0.958243,2.864147,222,0.958243,2.864147,222,3.083473,0.890084,249,0.854337,2026-04-08,2026-04-08,"Using campaign budget",0,120239465472520284,120239465472560284,Soulmate-abo-static-date_of_birth-1,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240588892110284,120240588892130284,Soulmate-v2-abo-static-date_of_birth-1,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (8)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240956496910284,120240956496980284,Soulmate-v2-abo-static-date_of_birth-1,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate-static-birth-9x16 (1) - 1",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239452835860284,120239452835870284,Soulmate-abo-static-date_of_birth-1,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
"soulmate-date-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239164453290284,120239164453340284,Soulmate-abo-video-date_of_birth-1,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
"soulmate-static-birth-9x16 (5) – 2",not_delivering,,,,40.2,25.752723,1.035833,1507,1561,39,1.116667,2.306214,36,1.116667,2.306214,36,2.498398,1.030769,38,1.057895,2026-04-08,2026-04-08,"Using campaign budget",0,120239465472520284,120239465472550284,Soulmate-abo-static-date_of_birth-1,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240588892110284,120240588892120284,Soulmate-v2-abo-static-date_of_birth-1,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240956496950284,120240956496970284,Soulmate-v2-abo-static-date_of_birth-1,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,50,Daily,120238347016050284,120238347016060284,"Soulmate-abo-static-date_of_birth-1 – Copy 2",120238347015970284,Soulmate-abo-static-date_of_birth-2,,
"soulmate-date-birth-9x16 (1)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239164453290284,120239164453330284,Soulmate-abo-video-date_of_birth-1,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
"soulmate-static-birth-9x16 (1v2) – 3",not_delivering,,,,11.76,28.474576,1.053571,392,413,7,1.96,1.452785,6,1.96,1.452785,6,1.694915,1.68,6,1.96,2026-04-08,2026-04-08,"Using campaign budget",0,120239465472520284,120239465472540284,Soulmate-abo-static-date_of_birth-1,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"soulmate-static-birth-9x16 mix - 5",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240359756640284,120240359756660284,Soulmate-abo-static-date_of_birth-11,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
"soulmate-static-birth-9x16 mix - 4",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240353549380284,120240359306620284,Soulmate-abo-static-date_of_birth-9,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,50,Daily,120238347016050284,120238347016010284,"Soulmate-abo-static-date_of_birth-1 – Copy 2",120238347016070284,Soulmate-abo-static-date_of_birth-2,,
"soulmate-date-birth-9x16 (18)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239164453290284,120239164453320284,Soulmate-abo-video-date_of_birth-1,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
"soulmate-static-birth-9x16 (1) - 1",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239465472520284,120239465472530284,Soulmate-abo-static-date_of_birth-1,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"soulmate-static-birth-9x16 mix - 4",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240359756640284,120240359756650284,Soulmate-abo-static-date_of_birth-11,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
"soulmate-static-birth-9x16 mix - 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240353549380284,120240359306600284,Soulmate-abo-static-date_of_birth-9,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,60,Daily,120238347016050284,120238347016000284,"Soulmate-abo-static-date_of_birth-1 – Copy",120238347016030284,Soulmate-abo-static-date_of_birth-2,,
"soulmate-date-birth-9x16 (5)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239164453290284,120239164453310284,Soulmate-abo-video-date_of_birth-1,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
"soulmate-static-birth-9x16 (13) – 4",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120239464684270284,120239464684310284,Soulmate-abo-static-date_of_birth-1,120239464684300284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 mix - 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240359756640284,120240359756630284,Soulmate-abo-static-date_of_birth-11,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
"soulmate-static-birth-9x16 mix - 1",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-08,2026-04-08,"Using campaign budget",0,120240353549380284,120240353549400284,Soulmate-abo-static-date_of_birth-9,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
